Real;User;CPU%;System;Exit
2.42;5.26;227%;0.24;0
2.39;5.43;236%;0.22;0
2.41;5.22;230%;0.35;0
2.35;5.09;227%;0.25;0
2.35;5.17;228%;0.19;0
2.39;5.23;230%;0.26;0
2.39;5.18;227%;0.26;0
2.42;5.34;231%;0.26;0
2.43;5.33;228%;0.22;0
2.40;5.28;230%;0.25;0
2.41;5.31;232%;0.30;0
2.42;5.13;223%;0.28;0
2.40;5.18;227%;0.28;0
2.38;5.10;225%;0.26;0
2.44;5.31;226%;0.22;0
2.38;5.29;230%;0.22;0
2.39;5.40;236%;0.26;0
2.40;5.24;228%;0.24;0
2.41;5.31;233%;0.32;0
2.39;5.52;240%;0.21;0
2.44;5.30;227%;0.25;0
2.38;5.14;227%;0.27;0
2.37;5.18;227%;0.22;0
2.42;5.29;230%;0.27;0
2.41;5.19;229%;0.33;0
2.35;5.08;227%;0.28;0
2.42;5.31;229%;0.25;0
2.40;5.33;233%;0.28;0
2.39;5.03;223%;0.30;0
2.39;5.24;230%;0.27;0
2.34;5.22;231%;0.21;0
2.37;5.09;223%;0.20;0
2.42;5.32;232%;0.29;0
2.37;5.06;223%;0.24;0
2.35;5.19;232%;0.28;0
2.42;5.18;226%;0.29;0
2.39;5.22;229%;0.26;0
2.41;5.20;227%;0.29;0
2.43;5.37;234%;0.32;0
2.39;5.31;233%;0.27;0
2.41;5.49;238%;0.26;0
2.44;5.26;227%;0.30;0
2.37;5.07;226%;0.30;0
2.37;5.07;224%;0.24;0
2.40;5.31;232%;0.28;0
2.40;5.16;224%;0.24;0
2.43;5.35;230%;0.24;0
2.43;5.21;224%;0.25;0
2.36;5.01;223%;0.26;0
2.42;5.25;226%;0.24;0
2.37;5.16;227%;0.22;0
2.38;5.31;235%;0.30;0
2.36;5.16;230%;0.27;0
2.41;5.31;231%;0.27;0
2.45;5.33;228%;0.27;0
2.41;5.29;230%;0.26;0
2.40;5.08;225%;0.33;0
2.40;5.32;231%;0.24;0
2.39;5.17;228%;0.28;0
2.36;5.20;229%;0.22;0
2.41;5.34;230%;0.21;0
2.43;5.32;231%;0.31;0
2.36;5.14;230%;0.31;0
2.35;5.04;229%;0.34;0
2.41;5.37;234%;0.27;0
2.36;5.16;229%;0.28;0
2.41;5.32;229%;0.22;0
2.38;5.28;232%;0.24;0
2.36;5.14;230%;0.29;0
2.39;5.27;231%;0.26;0
2.41;5.36;231%;0.22;0
2.41;5.30;230%;0.27;0
2.41;5.14;223%;0.25;0
2.41;5.29;231%;0.29;0
2.36;5.14;229%;0.28;0
2.42;5.38;231%;0.23;0
2.42;5.22;227%;0.28;0
2.39;5.20;226%;0.22;0
2.35;5.12;228%;0.24;0
2.44;5.36;230%;0.25;0
2.40;5.30;230%;0.25;0
2.41;5.33;232%;0.29;0
2.40;5.26;229%;0.26;0
2.36;5.07;226%;0.29;0
2.36;5.18;230%;0.26;0
2.42;5.27;228%;0.27;0
2.41;5.19;227%;0.30;0
2.40;5.24;229%;0.27;0
2.43;5.27;229%;0.32;0
2.40;5.34;231%;0.22;0
2.35;5.15;230%;0.26;0
2.38;4.91;217%;0.26;0
2.35;5.12;229%;0.25;0
2.43;5.13;222%;0.30;0
2.43;5.26;228%;0.28;0
2.39;5.08;222%;0.25;0
2.39;5.34;235%;0.31;0
2.38;5.00;222%;0.32;0
2.35;5.10;227%;0.25;0
2.41;5.41;233%;0.24;0
