Real;User;CPU%;System;Exit
1.62;3.20;212%;0.25;0
1.62;3.14;207%;0.23;0
1.61;3.09;208%;0.26;0
1.62;3.12;208%;0.24;0
1.62;3.05;208%;0.32;0
1.62;3.18;209%;0.22;0
1.62;3.18;207%;0.17;0
1.64;3.18;206%;0.21;0
1.62;3.18;209%;0.22;0
1.64;3.17;209%;0.27;0
1.61;3.06;207%;0.27;0
1.61;3.16;209%;0.20;0
1.62;3.19;207%;0.18;0
1.67;3.24;206%;0.21;0
1.62;3.17;210%;0.23;0
1.60;3.12;208%;0.21;0
1.62;3.18;209%;0.22;0
1.60;3.09;207%;0.24;0
1.63;3.15;208%;0.24;0
1.62;3.13;208%;0.26;0
1.64;3.17;205%;0.21;0
1.61;3.16;209%;0.22;0
1.61;3.13;208%;0.22;0
1.61;3.08;206%;0.24;0
1.66;3.25;210%;0.25;0
1.62;3.17;208%;0.22;0
1.62;3.12;206%;0.22;0
1.62;3.12;209%;0.28;0
1.62;3.16;207%;0.21;0
1.63;3.16;209%;0.27;0
1.62;3.14;208%;0.25;0
1.64;3.21;209%;0.22;0
1.61;3.11;208%;0.24;0
1.64;3.21;208%;0.21;0
1.62;3.14;207%;0.23;0
1.61;3.11;208%;0.24;0
1.62;3.17;209%;0.23;0
1.61;3.12;207%;0.22;0
1.62;3.20;209%;0.18;0
1.62;3.14;206%;0.19;0
1.65;3.14;206%;0.27;0
1.62;3.07;205%;0.27;0
1.61;3.10;205%;0.22;0
1.61;3.16;210%;0.23;0
1.62;3.17;208%;0.20;0
1.64;3.16;207%;0.24;0
1.60;3.14;208%;0.21;0
1.62;3.11;207%;0.24;0
1.61;3.15;209%;0.23;0
1.63;3.19;208%;0.20;0
1.61;3.17;208%;0.20;0
1.63;3.21;208%;0.20;0
1.60;3.09;207%;0.25;0
1.61;3.13;207%;0.22;0
1.62;3.17;209%;0.21;0
1.62;3.14;209%;0.25;0
1.60;3.17;212%;0.24;0
1.61;3.12;207%;0.23;0
1.62;3.14;209%;0.24;0
1.61;3.12;208%;0.23;0
1.62;3.11;206%;0.23;0
1.61;3.16;208%;0.21;0
1.66;3.19;205%;0.21;0
1.61;3.08;209%;0.30;0
1.62;3.17;209%;0.21;0
1.61;3.14;209%;0.24;0
1.62;3.18;210%;0.23;0
1.60;3.13;207%;0.20;0
1.63;3.19;208%;0.21;0
1.62;3.12;208%;0.26;0
1.63;3.18;208%;0.22;0
1.62;3.13;210%;0.27;0
1.63;3.19;208%;0.22;0
1.61;3.17;208%;0.19;0
1.62;3.19;210%;0.22;0
1.63;3.14;206%;0.22;0
1.62;3.22;209%;0.18;0
1.62;3.14;207%;0.21;0
1.61;3.13;206%;0.20;0
1.61;3.12;207%;0.23;0
1.62;3.20;210%;0.22;0
1.63;3.15;205%;0.21;0
1.61;3.05;207%;0.29;0
1.61;3.04;206%;0.28;0
1.61;3.12;207%;0.22;0
1.66;3.23;205%;0.18;0
1.63;3.15;208%;0.25;0
1.61;3.10;207%;0.25;0
1.61;3.13;206%;0.20;0
1.60;3.18;209%;0.17;0
1.64;3.20;207%;0.21;0
1.64;3.23;208%;0.19;0
1.61;3.07;208%;0.27;0
1.61;3.10;207%;0.24;0
1.63;3.18;208%;0.21;0
1.61;3.17;210%;0.23;0
1.63;3.15;208%;0.24;0
1.62;3.17;209%;0.23;0
1.60;3.07;207%;0.26;0
1.62;3.22;211%;0.22;0
